id,country,region_name,region_code,car_manufacturer,car_model,base_price,tax_rate,tax_amount,total_price,fuel_type,transmission,manufacturing_year,tag,status
CAR-00177,United Kingdom,Europe,R2,Jaguar,I-Pace,19049.45,0.1924,3665.11,22714.56,Electric,Manual,2023,Sports|Premium|Electric-Vehicle,Active
CAR-00178,Japan,Asia,R1,Honda,Accord,13364.77,0.1627,2174.45,15539.22,Hybrid,Manual,2023,Sports|Economy,Pending_Launch
CAR-00179,South Africa,Africa,R5,Birkin,S3,28914.01,0.2312,6684.92,35598.93,Electric,Automatic,2026,SUV|Premium|Electric-Vehicle,Active
CAR-00180,Italy,Europe,R2,Lamborghini,Revuelto,294623.54,0.2673,78752.87,373376.41,Diesel,Automatic,2025,Luxury|Economy,Active
CAR-00181,Australia,Oceania,R6,Holden,Colorado,34795.32,0.0819,2849.74,37645.06,Petrol,Automatic,2026,SUV|Luxury,Pending_Launch
CAR-00182,Australia,Oceania,R6,Holden,Colorado,19093.76,0.2418,4616.87,23710.63,Electric,Manual,2023,Sports|Electric-Vehicle,Pending_Launch
CAR-00183,India,Asia,R1,Maruti Suzuki,Brezza,32559.96,0.1936,6303.61,38863.57,Diesel,Manual,2025,Sports|Electric-Vehicle,Discontinued
CAR-00184,New Zealand,Oceania,R6,Hulme,CanAm,22421.66,0.0991,2221.99,24643.65,Diesel,Automatic,2025,SUV|Economy,Discontinued
CAR-00185,Italy,Europe,R2,Ferrari,SF90,340806.96,0.1404,47849.3,388656.26,Petrol,Automatic,2022,Sports,Active
CAR-00186,Egypt,Africa,R5,EGA,7-Series Assy,22540.83,0.1805,4068.62,26609.45,Electric,Manual,2026,Luxury|Sports|Electric-Vehicle,Discontinued
CAR-00187,Italy,Europe,R2,Fiat,500,24432.73,0.171,4178.0,28610.73,Electric,Automatic,2023,Luxury|Sports|Electric-Vehicle,Pending_Launch
CAR-00188,Italy,Europe,R2,Lamborghini,Revuelto,324627.01,0.0964,31294.04,355921.05,Hybrid,Automatic,2026,Premium|Electric-Vehicle,Active
CAR-00189,New Zealand,Oceania,R6,Hulme,CanAm,16277.97,0.2509,4084.14,20362.11,Hybrid,Manual,2022,Sports,Discontinued
CAR-00190,New Zealand,Oceania,R6,Hulme,CanAm,23789.24,0.1826,4343.92,28133.16,Hybrid,Manual,2022,Sports|Electric-Vehicle,Discontinued
CAR-00191,Argentina,South America,R4,Purasangre,Sprint,31390.92,0.1957,6143.2,37534.12,Petrol,Automatic,2022,SUV|Premium,Active
CAR-00192,Australia,Oceania,R6,Holden,Colorado,22630.54,0.2338,5291.02,27921.56,Hybrid,Automatic,2025,Luxury|Sedan,Discontinued
CAR-00193,South Korea,Asia,R1,Hyundai,Tucson,15084.46,0.2786,4202.53,19286.99,Hybrid,Manual,2022,Sports|Economy,Active
CAR-00194,Canada,North America,R3,Campagna,T-Rex,25830.27,0.2447,6320.67,32150.94,Diesel,Automatic,2022,SUV,Pending_Launch
CAR-00195,Japan,Asia,R1,Subaru,Impreza,31917.39,0.2568,8196.39,40113.78,Petrol,Manual,2025,Premium|Economy,Active
CAR-00196,Japan,Asia,R1,Honda,Civic,22458.9,0.1269,2850.03,25308.93,Diesel,Manual,2026,Luxury|Economy,Active
CAR-00197,Mexico,North America,R3,Mastretta,MXT,19845.88,0.1087,2157.25,22003.13,Diesel,Automatic,2023,SUV|Premium,Pending_Launch
CAR-00198,South Africa,Africa,R5,Birkin,S3,37279.55,0.2683,10002.1,47281.65,Hybrid,Automatic,2025,Sports|Sedan,Discontinued
CAR-00199,France,Europe,R2,Renault,Clio,34082.86,0.1401,4775.01,38857.87,Diesel,Automatic,2026,Luxury|Electric-Vehicle,Discontinued
CAR-00200,New Zealand,Oceania,R6,Hulme,CanAm,18314.32,0.1207,2210.54,20524.86,Petrol,Automatic,2023,Premium|Commercial,Pending_Launch
CAR-00201,Japan,Asia,R1,Nissan,Leaf,29515.47,0.2006,5920.8,35436.27,Petrol,Manual,2026,Commercial|Electric-Vehicle,Pending_Launch
CAR-00202,United Kingdom,Europe,R2,Land Rover,Defender,34606.32,0.1466,5073.29,39679.61,Petrol,Manual,2025,Luxury,Active
CAR-00203,Italy,Europe,R2,Lamborghini,Revuelto,290753.72,0.1593,46317.07,337070.79,Diesel,Automatic,2024,Commercial|Sedan,Pending_Launch
CAR-00204,Canada,North America,R3,Campagna,T-Rex,25333.23,0.1795,4547.31,29880.54,Petrol,Automatic,2024,SUV|Commercial,Active
CAR-00205,Mexico,North America,R3,Mastretta,MXT,26625.64,0.1243,3309.57,29935.21,Diesel,Manual,2025,SUV|Luxury,Pending_Launch
CAR-00206,Canada,North America,R3,Campagna,T-Rex,20576.5,0.156,3209.93,23786.43,Diesel,Automatic,2024,Luxury|Electric-Vehicle,Discontinued
CAR-00207,Australia,Oceania,R6,Holden,Colorado,16374.07,0.239,3913.4,20287.47,Diesel,Manual,2022,Sports|Sedan,Pending_Launch
CAR-00208,New Zealand,Oceania,R6,Hulme,CanAm,36574.89,0.2136,7812.4,44387.29,Petrol,Automatic,2023,Sports|Economy,Active
CAR-00209,India,Asia,R1,Tata Motors,Altroz,21703.22,0.2036,4418.78,26122.0,Hybrid,Automatic,2022,Premium|Electric-Vehicle,Discontinued
CAR-00210,India,Asia,R1,Maruti Suzuki,Brezza,25929.19,0.1373,3560.08,29489.27,Hybrid,Manual,2023,Premium,Active
CAR-00211,United Kingdom,Europe,R2,Aston Martin,DBX,200483.64,0.1509,30252.98,230736.62,Hybrid,Manual,2023,SUV|Sedan,Pending_Launch
CAR-00212,Italy,Europe,R2,Ferrari,Roma,315612.42,0.0961,30330.35,345942.77,Petrol,Manual,2022,Sedan,Discontinued
CAR-00213,India,Asia,R1,Maruti Suzuki,Baleno,14149.84,0.2491,3524.73,17674.57,Electric,Manual,2023,Luxury|Electric-Vehicle,Active
CAR-00214,Australia,Oceania,R6,Holden,Commodore,36028.14,0.2169,7814.5,43842.64,Electric,Manual,2023,Commercial|Economy|Electric-Vehicle,Active
CAR-00215,Germany,Europe,R2,Audi,A4,56460.23,0.1928,10885.53,67345.76,Hybrid,Automatic,2022,Sports|Sedan,Pending_Launch
CAR-00216,New Zealand,Oceania,R6,Hulme,CanAm,14539.83,0.1264,1837.83,16377.66,Petrol,Automatic,2025,Electric-Vehicle,Pending_Launch
CAR-00217,Mexico,North America,R3,Mastretta,MXT,32372.25,0.1701,5506.52,37878.77,Diesel,Automatic,2026,Electric-Vehicle|Sedan,Active
CAR-00218,Argentina,South America,R4,Purasangre,Sprint,32749.43,0.2226,7290.02,40039.45,Petrol,Automatic,2023,Sports|Economy,Pending_Launch
CAR-00219,Argentina,South America,R4,Purasangre,Sprint,14770.32,0.081,1196.4,15966.72,Electric,Automatic,2022,SUV|Electric-Vehicle,Active
CAR-00220,France,Europe,R2,Renault,Megane,26481.61,0.1825,4832.89,31314.5,Petrol,Manual,2026,Premium|Electric-Vehicle,Pending_Launch
CAR-00221,Mexico,North America,R3,Mastretta,MXT,19588.03,0.1576,3087.07,22675.1,Petrol,Manual,2023,Economy|Electric-Vehicle,Discontinued
CAR-00222,Germany,Europe,R2,Mercedes-Benz,GLE,54762.37,0.1092,5980.05,60742.42,Diesel,Automatic,2024,SUV,Active
CAR-00223,USA,North America,R3,Chevrolet,Corvette,27438.97,0.1191,3267.98,30706.95,Petrol,Manual,2026,SUV|Luxury,Discontinued
CAR-00224,Argentina,South America,R4,Purasangre,Sprint,20703.14,0.2431,5032.93,25736.07,Diesel,Automatic,2025,SUV|Luxury,Active
CAR-00225,Mexico,North America,R3,Mastretta,MXT,37186.86,0.1383,5142.94,42329.8,Hybrid,Manual,2024,SUV,Discontinued
CAR-00226,China,Asia,R1,NIO,ES8,27397.9,0.1891,5180.94,32578.84,Petrol,Automatic,2022,Luxury|Economy,Discontinued
CAR-00227,South Africa,Africa,R5,Birkin,S3,28466.74,0.1284,3655.13,32121.87,Diesel,Automatic,2025,Premium|Commercial,Pending_Launch
CAR-00228,Argentina,South America,R4,Purasangre,Sprint,32558.74,0.1519,4945.67,37504.41,Petrol,Manual,2023,Sports|Commercial,Discontinued
CAR-00229,Japan,Asia,R1,Subaru,Forester,37108.64,0.1661,6163.75,43272.39,Petrol,Manual,2026,SUV|Electric-Vehicle,Pending_Launch
CAR-00230,Italy,Europe,R2,Ferrari,SF90,228226.83,0.2345,53519.19,281746.02,Diesel,Automatic,2025,Luxury|Sedan,Discontinued
CAR-00231,South Korea,Asia,R1,Hyundai,Sonata,21056.54,0.1486,3129.0,24185.54,Diesel,Automatic,2025,SUV|Premium,Pending_Launch
CAR-00232,Mexico,North America,R3,Mastretta,MXT,13161.76,0.2222,2924.54,16086.3,Petrol,Automatic,2023,Sports,Active
CAR-00233,New Zealand,Oceania,R6,Hulme,CanAm,20605.73,0.1653,3406.13,24011.86,Hybrid,Manual,2025,Sports|Commercial,Active
CAR-00234,Argentina,South America,R4,Purasangre,Sprint,23688.95,0.1659,3930.0,27618.95,Petrol,Manual,2026,Commercial|Economy,Active
CAR-00235,China,Asia,R1,NIO,ES8,21510.62,0.1194,2568.37,24078.99,Petrol,Automatic,2024,Sports|Sedan,Pending_Launch
CAR-00236,Argentina,South America,R4,Purasangre,Sprint,21046.04,0.2491,5242.57,26288.61,Diesel,Automatic,2023,Luxury|Electric-Vehicle,Pending_Launch
CAR-00237,Mexico,North America,R3,Mastretta,MXT,19939.88,0.1166,2324.99,22264.87,Diesel,Automatic,2025,Economy|Sedan,Discontinued
CAR-00238,France,Europe,R2,Renault,Captur,25971.86,0.2638,6851.38,32823.24,Diesel,Manual,2025,Economy|Sedan,Discontinued
CAR-00239,Japan,Asia,R1,Nissan,Altima,24599.83,0.119,2927.38,27527.21,Hybrid,Automatic,2025,Sedan,Pending_Launch
CAR-00240,Australia,Oceania,R6,Holden,Commodore,26700.34,0.2392,6386.72,33087.06,Diesel,Automatic,2023,Premium|Economy,Discontinued
CAR-00241,Egypt,Africa,R5,EGA,7-Series Assy,26890.57,0.1336,3592.58,30483.15,Electric,Manual,2025,Commercial|Sedan|Electric-Vehicle,Active
CAR-00242,China,Asia,R1,NIO,EC6,31534.98,0.1395,4399.13,35934.11,Petrol,Automatic,2025,SUV|Commercial,Active
CAR-00243,China,Asia,R1,BYD,Han,33078.27,0.1976,6536.27,39614.54,Electric,Automatic,2023,Economy|Electric-Vehicle,Active
CAR-00244,Japan,Asia,R1,Nissan,GT-R,27518.3,0.1137,3128.83,30647.13,Electric,Automatic,2022,Luxury|Electric-Vehicle,Pending_Launch
CAR-00245,Germany,Europe,R2,Audi,A4,94586.74,0.2534,23968.28,118555.02,Diesel,Manual,2025,Sports|Economy,Active
CAR-00246,Australia,Oceania,R6,Holden,Colorado,28323.13,0.155,4390.09,32713.22,Petrol,Manual,2024,Sports|Sedan,Pending_Launch
CAR-00247,Egypt,Africa,R5,EGA,7-Series Assy,27130.84,0.2538,6885.81,34016.65,Petrol,Automatic,2026,Sports,Active
CAR-00248,Argentina,South America,R4,Purasangre,Sprint,33446.04,0.1789,5983.5,39429.54,Electric,Automatic,2025,SUV|Electric-Vehicle,Pending_Launch
CAR-00249,Mexico,North America,R3,Mastretta,MXT,14588.94,0.2368,3454.66,18043.6,Hybrid,Manual,2025,Premium|Commercial,Discontinued
CAR-00250,India,Asia,R1,Mahindra,Scorpio-N,37888.05,0.2619,9922.88,47810.93,Electric,Manual,2024,Luxury|Commercial|Electric-Vehicle,Active
CAR-00251,USA,North America,R3,Ford,Explorer,29277.23,0.2098,6142.36,35419.59,Petrol,Automatic,2025,Sports,Active
CAR-00252,South Korea,Asia,R1,Hyundai,Elantra,17548.95,0.0956,1677.68,19226.63,Diesel,Automatic,2025,Sports|Premium,Active
CAR-00253,Germany,Europe,R2,Audi,A4,52592.08,0.0979,5148.76,57740.84,Petrol,Manual,2025,SUV|Luxury,Active
CAR-00254,Germany,Europe,R2,BMW,3 Series,69177.96,0.0817,5651.84,74829.8,Diesel,Automatic,2023,SUV|Economy,Pending_Launch
CAR-00255,South Africa,Africa,R5,Birkin,S3,14253.89,0.1001,1426.81,15680.7,Petrol,Automatic,2023,SUV|Sedan,Active
CAR-00256,USA,North America,R3,Ford,F-150,26388.31,0.2,5277.66,31665.97,Electric,Manual,2023,Sports|Commercial|Electric-Vehicle,Discontinued
CAR-00257,New Zealand,Oceania,R6,Hulme,CanAm,19684.09,0.0909,1789.28,21473.37,Diesel,Automatic,2026,Economy|Sedan,Pending_Launch
CAR-00258,South Korea,Asia,R1,Hyundai,Tucson,36282.03,0.1064,3860.41,40142.44,Hybrid,Automatic,2022,Economy|Electric-Vehicle,Discontinued
CAR-00259,India,Asia,R1,Maruti Suzuki,Swift,12358.63,0.1231,1521.35,13879.98,Petrol,Automatic,2025,Sports|Electric-Vehicle,Pending_Launch
CAR-00260,South Africa,Africa,R5,Birkin,S3,28653.97,0.1875,5372.62,34026.59,Diesel,Automatic,2023,Premium,Active
CAR-00261,Mexico,North America,R3,Mastretta,MXT,20064.41,0.1675,3360.79,23425.2,Diesel,Manual,2025,Luxury|Economy,Active
CAR-00262,Japan,Asia,R1,Nissan,Rogue,15105.52,0.2216,3347.38,18452.9,Petrol,Manual,2024,SUV|Sedan,Pending_Launch
CAR-00263,France,Europe,R2,Renault,Clio,31494.19,0.2547,8021.57,39515.76,Petrol,Manual,2022,SUV|Sedan,Pending_Launch
CAR-00264,USA,North America,R3,Ford,Escape,23835.14,0.152,3622.94,27458.08,Hybrid,Manual,2026,SUV,Active
CAR-00265,China,Asia,R1,BYD,Atto 3,13144.99,0.2526,3320.42,16465.41,Diesel,Manual,2023,Sedan,Active
CAR-00266,Japan,Asia,R1,Subaru,Outback,20366.85,0.1633,3325.91,23692.76,Electric,Automatic,2026,Commercial|Electric-Vehicle,Active
CAR-00267,Japan,Asia,R1,Honda,Accord,32912.79,0.2763,9093.8,42006.59,Hybrid,Manual,2024,Luxury|Commercial,Discontinued
CAR-00268,South Korea,Asia,R1,Kia,Sportage,21591.9,0.1383,2986.16,24578.06,Electric,Manual,2023,Electric-Vehicle|Sedan,Discontinued
CAR-00269,Italy,Europe,R2,Fiat,500,36242.34,0.0848,3073.35,39315.69,Electric,Manual,2025,Luxury|Premium|Electric-Vehicle,Pending_Launch
CAR-00270,Canada,North America,R3,Campagna,T-Rex,25775.18,0.1276,3288.91,29064.09,Hybrid,Manual,2022,Luxury|Economy,Discontinued
CAR-00271,Japan,Asia,R1,Honda,City,30222.02,0.1545,4669.3,34891.32,Petrol,Manual,2022,Sports|Electric-Vehicle,Discontinued
CAR-00272,Japan,Asia,R1,Subaru,Impreza,37069.68,0.1274,4722.68,41792.36,Electric,Automatic,2024,Luxury|Sedan|Electric-Vehicle,Pending_Launch
CAR-00273,Mexico,North America,R3,Mastretta,MXT,18073.89,0.2687,4856.45,22930.34,Diesel,Manual,2024,Economy,Discontinued
CAR-00274,South Africa,Africa,R5,Birkin,S3,37080.5,0.1215,4505.28,41585.78,Electric,Automatic,2024,SUV|Premium|Electric-Vehicle,Active
CAR-00275,Japan,Asia,R1,Honda,CR-V,15856.42,0.2222,3523.3,19379.72,Electric,Automatic,2023,Sports|Electric-Vehicle,Discontinued
CAR-00276,India,Asia,R1,Mahindra,XUV300,26454.8,0.19,5026.41,31481.21,Petrol,Automatic,2022,Premium|Commercial,Active
CAR-00277,Japan,Asia,R1,Honda,Accord,17151.46,0.1601,2745.95,19897.41,Petrol,Automatic,2023,Luxury|Premium,Active
CAR-00278,Egypt,Africa,R5,EGA,7-Series Assy,35532.03,0.2459,8737.33,44269.36,Electric,Manual,2026,Premium|Sedan|Electric-Vehicle,Active
CAR-00279,South Africa,Africa,R5,Birkin,S3,12766.54,0.2166,2765.23,15531.77,Diesel,Automatic,2025,Economy,Discontinued
CAR-00280,Germany,Europe,R2,Volkswagen,Passat,28829.24,0.1798,5183.5,34012.74,Hybrid,Manual,2023,Premium|Sedan,Discontinued
CAR-00281,New Zealand,Oceania,R6,Hulme,CanAm,37724.49,0.2364,8918.07,46642.56,Electric,Automatic,2026,Electric-Vehicle|Sedan,Pending_Launch
CAR-00282,Mexico,North America,R3,Mastretta,MXT,16675.21,0.1438,2397.9,19073.11,Diesel,Manual,2025,Luxury|Commercial,Active
CAR-00283,New Zealand,Oceania,R6,Hulme,CanAm,37323.48,0.1,3732.35,41055.83,Diesel,Automatic,2022,Commercial|Electric-Vehicle,Pending_Launch
CAR-00284,Italy,Europe,R2,Lamborghini,Huracan,220960.93,0.2478,54754.12,275715.05,Diesel,Manual,2024,SUV|Economy,Pending_Launch
CAR-00285,India,Asia,R1,Maruti Suzuki,Brezza,36636.53,0.1927,7059.86,43696.39,Diesel,Automatic,2022,Economy|Electric-Vehicle,Active
CAR-00286,Japan,Asia,R1,Honda,Accord,12518.13,0.1756,2198.18,14716.31,Electric,Manual,2024,SUV|Commercial|Electric-Vehicle,Active
CAR-00287,Japan,Asia,R1,Toyota,Corolla,27251.84,0.2634,7178.13,34429.97,Petrol,Automatic,2025,Luxury|SUV,Pending_Launch
CAR-00288,China,Asia,R1,Geely,Boyue,20387.68,0.2752,5610.69,25998.37,Hybrid,Automatic,2026,Sports|Economy,Pending_Launch
CAR-00289,Brazil,South America,R4,Troller,T4,21837.99,0.2268,4952.86,26790.85,Electric,Manual,2026,Premium|Economy|Electric-Vehicle,Pending_Launch
CAR-00290,Argentina,South America,R4,Purasangre,Sprint,27662.11,0.2642,7308.33,34970.44,Diesel,Manual,2022,Luxury|Economy,Pending_Launch
CAR-00291,Italy,Europe,R2,Ferrari,SF90,183577.48,0.2571,47197.77,230775.25,Petrol,Automatic,2022,SUV|Sedan,Active
CAR-00292,Brazil,South America,R4,Troller,T4,30730.75,0.0896,2753.48,33484.23,Hybrid,Automatic,2025,Luxury,Discontinued
CAR-00293,Brazil,South America,R4,Troller,T4,33548.98,0.2377,7974.59,41523.57,Diesel,Manual,2024,Commercial|Sedan,Active
CAR-00294,India,Asia,R1,Mahindra,Thar,36743.22,0.0948,3483.26,40226.48,Diesel,Automatic,2024,Premium|Economy,Active
CAR-00295,Australia,Oceania,R6,Holden,Colorado,36503.5,0.113,4124.9,40628.4,Hybrid,Manual,2025,SUV|Premium,Active
CAR-00296,USA,North America,R3,Tesla,Model S,53065.16,0.0899,4770.56,57835.72,Hybrid,Manual,2024,Premium,Active
CAR-00297,Australia,Oceania,R6,Holden,Commodore,12669.13,0.1142,1446.81,14115.94,Electric,Manual,2025,Premium|Sedan|Electric-Vehicle,Discontinued
CAR-00298,Australia,Oceania,R6,Holden,Commodore,28688.53,0.1575,4518.44,33206.97,Electric,Automatic,2025,SUV|Sedan|Electric-Vehicle,Discontinued
CAR-00299,Egypt,Africa,R5,EGA,7-Series Assy,33764.05,0.1928,6509.71,40273.76,Diesel,Manual,2025,SUV|Premium,Pending_Launch
CAR-00300,Italy,Europe,R2,Lamborghini,Urus,318159.43,0.2437,77535.45,395694.88,Hybrid,Automatic,2022,Economy|Electric-Vehicle,Discontinued
CAR-00301,Argentina,South America,R4,Purasangre,Sprint,15127.33,0.2314,3500.46,18627.79,Diesel,Manual,2022,Luxury|Commercial,Active
CAR-00302,South Africa,Africa,R5,Birkin,S3,17249.9,0.2445,4217.6,21467.5,Diesel,Automatic,2022,SUV|Sports,Active
CAR-00303,Argentina,South America,R4,Purasangre,Sprint,34272.23,0.1839,6302.66,40574.89,Petrol,Automatic,2026,Premium|Economy,Pending_Launch
CAR-00304,China,Asia,R1,BYD,Atto 3,32429.39,0.2535,8220.85,40650.24,Electric,Automatic,2026,SUV|Sports|Electric-Vehicle,Pending_Launch
CAR-00305,Australia,Oceania,R6,Holden,Commodore,19160.77,0.1088,2084.69,21245.46,Hybrid,Manual,2023,Luxury|Sedan,Pending_Launch
CAR-00306,Japan,Asia,R1,Subaru,Forester,35322.82,0.084,2967.12,38289.94,Electric,Automatic,2022,SUV|Sedan|Electric-Vehicle,Pending_Launch
CAR-00307,Italy,Europe,R2,Fiat,Panda,37329.71,0.1686,6293.79,43623.5,Electric,Automatic,2023,Sports|Electric-Vehicle,Active
CAR-00308,Egypt,Africa,R5,EGA,7-Series Assy,31264.56,0.2319,7250.25,38514.81,Electric,Manual,2026,Economy|Electric-Vehicle,Discontinued
CAR-00309,Argentina,South America,R4,Purasangre,Sprint,16517.17,0.255,4211.88,20729.05,Diesel,Manual,2023,Economy|Sedan,Discontinued
CAR-00310,USA,North America,R3,Tesla,Model X,67781.95,0.2071,14037.64,81819.59,Petrol,Manual,2023,Economy|Sedan,Discontinued
CAR-00311,Australia,Oceania,R6,Holden,Colorado,16251.35,0.2589,4207.47,20458.82,Petrol,Automatic,2023,Premium,Pending_Launch
CAR-00312,Italy,Europe,R2,Lamborghini,Urus,285539.05,0.1338,38205.12,323744.17,Hybrid,Manual,2022,Luxury|Commercial,Pending_Launch
CAR-00313,Australia,Oceania,R6,Holden,Commodore,27629.69,0.0817,2257.35,29887.04,Electric,Automatic,2025,Sports|Electric-Vehicle,Discontinued
CAR-00314,Argentina,South America,R4,Purasangre,Sprint,18551.97,0.1733,3215.06,21767.03,Hybrid,Manual,2026,Luxury|Premium,Discontinued
CAR-00315,Canada,North America,R3,Campagna,T-Rex,24525.2,0.1473,3612.56,28137.76,Electric,Automatic,2024,SUV|Commercial|Electric-Vehicle,Pending_Launch
CAR-00316,United Kingdom,Europe,R2,Jaguar,I-Pace,31902.33,0.2599,8291.42,40193.75,Hybrid,Automatic,2025,Sports,Pending_Launch
CAR-00317,Canada,North America,R3,Campagna,T-Rex,22519.57,0.2273,5118.7,27638.27,Diesel,Automatic,2025,Sports|Economy,Pending_Launch
CAR-00318,Brazil,South America,R4,Troller,T4,33856.61,0.2553,8643.59,42500.2,Diesel,Automatic,2026,Premium|Economy,Discontinued
CAR-00319,France,Europe,R2,Renault,Captur,14321.8,0.1511,2164.02,16485.82,Electric,Automatic,2026,SUV|Commercial|Electric-Vehicle,Discontinued
CAR-00320,Canada,North America,R3,Campagna,T-Rex,24233.95,0.2533,6138.46,30372.41,Petrol,Automatic,2025,Luxury|Electric-Vehicle,Pending_Launch
CAR-00321,New Zealand,Oceania,R6,Hulme,CanAm,13405.61,0.2508,3362.13,16767.74,Diesel,Manual,2023,SUV|Luxury,Discontinued
CAR-00322,Mexico,North America,R3,Mastretta,MXT,24677.1,0.2062,5088.42,29765.52,Diesel,Automatic,2023,Sports|Premium,Discontinued
CAR-00323,France,Europe,R2,Peugeot,3008,32415.48,0.236,7650.05,40065.53,Diesel,Automatic,2025,Sports|Sedan,Discontinued
CAR-00324,India,Asia,R1,Tata Motors,Harrier,30997.14,0.27,8369.23,39366.37,Electric,Manual,2023,Premium|Electric-Vehicle,Pending_Launch
CAR-00325,Italy,Europe,R2,Lamborghini,Huracan,212418.45,0.1005,21348.05,233766.5,Electric,Manual,2025,Premium|Electric-Vehicle,Discontinued
CAR-00326,New Zealand,Oceania,R6,Hulme,CanAm,35087.33,0.2791,9792.87,44880.2,Electric,Automatic,2022,SUV|Economy|Electric-Vehicle,Discontinued
CAR-00327,Italy,Europe,R2,Fiat,Tipo,37606.87,0.1222,4595.56,42202.43,Petrol,Manual,2025,Sports|Premium,Active
CAR-00328,USA,North America,R3,Ford,Mustang,29211.22,0.2107,6154.8,35366.02,Petrol,Manual,2022,Sports|Sedan,Discontinued
CAR-00329,USA,North America,R3,Jeep,Compass,15981.3,0.219,3499.9,19481.2,Petrol,Automatic,2024,Premium|Sedan,Pending_Launch
CAR-00330,Germany,Europe,R2,Audi,A4,68137.16,0.2035,13865.91,82003.07,Electric,Manual,2023,Commercial|Sedan|Electric-Vehicle,Pending_Launch
CAR-00331,USA,North America,R3,Chevrolet,Malibu,30289.36,0.1391,4213.25,34502.61,Petrol,Automatic,2024,Luxury|Sports,Discontinued
CAR-00332,Italy,Europe,R2,Fiat,500,29462.46,0.2614,7701.49,37163.95,Hybrid,Manual,2022,Luxury|Commercial,Active
CAR-00333,USA,North America,R3,Chevrolet,Corvette,37705.31,0.1392,5248.58,42953.89,Hybrid,Manual,2024,Premium|Economy,Active
CAR-00334,Brazil,South America,R4,Troller,T4,31202.05,0.099,3089.0,34291.05,Petrol,Manual,2024,Sports|Commercial,Active
CAR-00335,Brazil,South America,R4,Troller,T4,34840.36,0.0986,3435.26,38275.62,Electric,Manual,2024,Premium|Sedan|Electric-Vehicle,Discontinued
CAR-00336,Argentina,South America,R4,Purasangre,Sprint,28870.01,0.2394,6911.48,35781.49,Petrol,Manual,2022,Sports|Premium,Active
CAR-00337,South Africa,Africa,R5,Birkin,S3,16712.77,0.156,2607.19,19319.96,Electric,Manual,2023,Luxury|Commercial|Electric-Vehicle,Pending_Launch
CAR-00338,Australia,Oceania,R6,Holden,Commodore,35077.44,0.1681,5896.52,40973.96,Petrol,Automatic,2026,Sports|Premium,Pending_Launch
CAR-00339,Italy,Europe,R2,Lamborghini,Huracan,253819.94,0.2176,55231.22,309051.16,Petrol,Automatic,2025,Sports|Economy,Discontinued
CAR-00340,Germany,Europe,R2,Volkswagen,Golf,28728.37,0.1114,3200.34,31928.71,Hybrid,Automatic,2024,Premium|Commercial,Discontinued
CAR-00341,Italy,Europe,R2,Ferrari,SF90,160070.14,0.1245,19928.73,179998.87,Hybrid,Automatic,2026,Premium|Commercial,Discontinued
CAR-00342,Egypt,Africa,R5,EGA,7-Series Assy,23623.77,0.1037,2449.78,26073.55,Hybrid,Manual,2026,Premium|Sedan,Pending_Launch
CAR-00343,India,Asia,R1,Tata Motors,Safari,35142.88,0.1925,6765.0,41907.88,Hybrid,Automatic,2025,SUV|Premium,Active
CAR-00344,Mexico,North America,R3,Mastretta,MXT,30613.75,0.1028,3147.09,33760.84,Diesel,Manual,2026,SUV|Commercial,Discontinued
CAR-00345,New Zealand,Oceania,R6,Hulme,CanAm,13190.23,0.1128,1487.86,14678.09,Diesel,Automatic,2022,Premium|Electric-Vehicle,Active
CAR-00346,Argentina,South America,R4,Purasangre,Sprint,33438.41,0.1181,3949.08,37387.49,Electric,Manual,2026,Premium|Commercial|Electric-Vehicle,Pending_Launch
CAR-00347,China,Asia,R1,Geely,Boyue,29119.87,0.2712,7897.31,37017.18,Diesel,Automatic,2025,Sports|Premium,Pending_Launch
